Title,Artefact slug,Subsection slug,Subsection slug,Subsection slug,...
Pay a court fine online,pay-court-fine-online,/justice/courts-sentencing-tribunals,,,
Pay a parking fine,pay-parking-fine,/driving/blue-badges-parking,,,
Pay and work rights helpline,pay-and-work-rights-helpline,/working/tax-minimum-wage,,,
Pay corporation tax,pay-corporation-tax,/business/limited-company,,,
Pay your Council Tax,pay-council-tax,/housing/council-tax,,,
Pay your self assessment tax bill,pay-self-assessment-tax-bill,/business/limited-company,,,
Paying back your student loan,paying-back-student-loan,/education/student-finance,,,
Payslips: your rights ,payslips-your-rights,/working/tax-minimum-wage,,,
Pedlar's certificate (All UK),pedlar-s-certificate-all-uk,/business/licences,,,
Penalties for employing illegal workers,penalties-for-employing-illegal-workers,/employing-people/recruiting-hiring,,,
Penalty points (endorsements),penalty-points-endorsements,/driving/vehicle-safety,,,
Pension Credit,pension-credit,/working/state-pension,,,
Pension Credit calculator,pension-credit-calculator,/working/state-pension,,,
"Performing animals registration (England, Scotland and Wales)",performing-animals-registration,/business/licences,,,
Peripheral arterial disease and driving,peripheral-arterial-disease-and-driving,/driving/disability-health-condition,,,
Peripheral neuropathy and driving,peripheral-neuropathy-and-driving,/driving/disability-health-condition,,,
Permission to award a degree (All UK),permission-to-award-a-degree-all-uk,/business/licences,,,
Permission to distribute leaflets (England and Wales),permission-to-distribute-leaflets,/business/licences,,,
Permission to place tables and chairs in the road (Scotland),permission-to-place-tables-and-chairs-in-the-road-scotland,/business/licences,,,
Permission to place tables and chairs on the pavement,permission-to-place-tables-and-chairs-on-the-pavement,/housing/local-councils,,,
Permission to use street or pavement space for displays (Scotland),permission-to-use-street-or-pavement-space-for-displays-scotland,/business/licences,,,
Personal data your employer can keep about you,personal-data-my-employer-can-keep-about-me,/employing-people/trade-unions,,,
Personal licence (Scotland),personal-licence-scotland,/business/licences,,,
Personal licence for the sale of alcohol (England & Wales),personal-licence-for-the-sale-of-alcohol-england-wales,/business/licences,,,
Personal pensions: your rights,personal-pensions-your-rights,/working/workplace-personal-pensions,,,
Personalised vehicle registration numbers,personalised-vehicle-registration-numbers,/driving/number-plate,,,
Personality disorder and driving,personality-disorder-and-driving,/driving/disability-health-condition,,,
Pesticide approval (All UK),pesticide-approval-all-uk,/business/licences,,,
Pesticide approvals (Northern Ireland),pesticide-approvals-northern-ireland,/business/licences,,,
"Pet shop licence (England, Scotland, Wales)",pet-shop-licence,/business/licences,,,
Pet shop licence (Northern Ireland),pet-shop-licence-northern-ireland,/business/licences,,,
Petit mal seizures and driving,petit-mal-and-driving,/driving/disability-health-condition,,,
Petition the government,petition-government,/citizenship/government,,,
"Petroleum Storage Licence (England, Scotland and Wales)",petroleum-storage-licence,/business/licences,,,
Petroleum Storage Licence (Northern Ireland),petroleum-storage-licence-northern-ireland,/business/licences,,,
Physiotherapist registration (All UK),physiotherapist-registration-all-uk,/business/licences,,,
"Phytosanitary certificate (England, Scotland & Wales)",phytosanitary-certificate-england-scotland-wales,/business/licences,,,
Pig holding registration and movement notification (Scotland),pig-holding-registration-and-movement-notification-scotland,/business/licences,,,
Pituitary tumour and driving,pituitary-tumour-and-driving,/driving/disability-health-condition,,,
Plan your journey,plan-your-journey,/driving/blue-badges-parking,,,
Plan your retirement income,plan-retirement-income,/working/workplace-personal-pensions,,,
Planning permission (England and Wales),planning-permission-england-wales,/housing/planning-permission,/business/premises-rates,,
Planning permission (Northern Ireland),planning-permission-northern-ireland,/housing/planning-permission,/business/premises-rates,,
Planning permission (Scotland),planning-permission-scotland,/housing/planning-permission,/business/premises-rates,/business/licences,
Planning permission for farms,planning-permissions-for-farms,/business/farming,,,
Planning your Adoption Leave,adoption,/working/time-off,,,
Planning your Maternity Leave,maternity,/working/time-off,,,
Planning your Paternity Leave,paternity,/working/time-off,,,
Pleasure boats licence (England and Wales),pleasure-boats-licence,/business/licences,,,
Pleasure permit (Northern Ireland),pleasure-permit-northern-ireland,/business/licences,,,
Police Community Support Officers,police-community-support-officers-what-they-are,/justice/rights,,,
"Police cautions, warnings and penalty notices",change-me-for-need-2242,/justice/rights,,,
Police powers of arrest: your rights,police-powers-of-arrest-your-rights,/justice/rights,,,
Police powers to stop and search: your rights ,police-powers-to-stop-and-search-your-rights,/justice/rights,,,
Pollution Inventory reporting (England and Wales),pollution-inventory-reporting-england-and-wales,/business/licences,,,
Pollution Prevention and Control Permit Part C (Northern Ireland),pollution-prevention-and-control-permit-part-c-northern-ireland,/business/licences,,,
Pollution data reporting (Northern Ireland),pollution-data-reporting-northern-ireland,/business/licences,,,
Pollution data reporting (Scotland),pollution-data-reporting-scotland,/business/licences,,,
Pollution prevention and control (PPC) permit for air emissions (Scotland),pollution-prevention-and-control-permit-air-emissions-scotland,/business/licences,,,
Pollution prevention and control permit - Part A (Scotland),pollution-prevention-and-control-permit-part-a-scotland,/business/licences,,,
Pollution prevention and control permit - petrol vapour recovery (Scotland),pollution-prevention-and-control-permit-petrol-vapour-recovery-scotland,/business/licences,,,
Pollution prevention and control permit Part A and B (Northern Ireland),pollution-prevention-and-control-permit-part-a-and-b-northern-ireland,/business/licences,,,
Pollution prevention and control permit Part B - dry cleaning (Scotland),pollution-prevention-and-control-permit-part-b-dry-cleaning-scotland,/business/licences,,,
Possession Claim Online: recover property,possession-claim-online-recover-property,/business/funding-debt,,,
Post traumatic stress disorder (PTSD) and driving,post-traumatic-stress-disorder-and-driving,/driving/disability-health-condition,,,
Practical driving test centres,practical-driving-test-centres,/driving/learning-to-drive,,,
Practise your driving theory test,practise-your-driving-theory-test,/driving/learning-to-drive,,,
Practising as a barrister (England and Wales),practising-barrister-england-wales,/business/licences,,,
Practising as a costs lawyer (England and Wales),practising-as-a-costs-lawyer-england-and-wales,/business/licences,,,
Premises licence (England and Wales),premises-licence,/business/licences,,,
Premises licence (Scotland),premises-licence-scotland,/business/licences,,,
Prepare and file annual accounts for a limited company,prepare-and-file-annual-accounts-for-a-limited-company,/business/limited-company,,,
Prescription prepayment certificate order line,ppc-order-line,/benefits/jobseekers-allowance,,,
Preventing air pollution,preventing-air-pollution,/business/waste-environment,,,
Preventing health problems and accidents among employees,preventing-health-problems-and-accidents-among-employees,/employing-people/health-safety,,,
Prison life,life-in-prison,/justice/prisons-probation,,,
Private hire car driver's licence (Scotland),private-hire-car-driver-s-licence-scotland,/business/licences,,,
Private hire car licence (Scotland),private-hire-car-licence-scotland,/business/licences,,,
"Private hire vehicle (minicab) licence (England (excluding London), Scotland and Wales)",private-hire-vehicle-minicab-licence-england-excluding-london-scotland-and-wales,/business/licences,,,
Private hire vehicle (minicab) operator licence (England (excluding London) and Wales),private-hire-vehicle-minicab-operator-licence-england-excluding-london-and-wales,/business/licences,,,
Private hire vehicle driver licence (England & Wales),private-hire-vehicle-driver-licence-england-wales,/business/licences,,,
Private hire vehicle operator licence outside London,private-hire-vehicle-operator-licence-outside-london,/business/licences,,,
Private renting,private-renting,/housing/owning-renting-property,,,
Private renting: evictions,private-renting-evictions,/housing/repossessions-evictions,,,
Private renting: tenancy agreements,private-renting-tenancy-agreements,/housing/landlords,,,
Probate and inheritance tax helpline,probate-and-inheritance-tax-helpline,/tax/inheritance-tax,,,
Probation,guide-to-probation,/justice/prisons-probation,,,
Product labelling: the law,product-labelling-the-law,/business/sale-goods-services-data,,,
Professional and Career Development Loans,career-development-loans,/business/funding-debt,,,
Protect your company from compulsory liquidation,protecting-company-from-compulsory-liquidation,/business/selling-closing,,,
Protected wreck site licences ,protected-wreck-site-licences,/business/licences,,,
Protecting rural landscapes and features,protecting-rural-landscapes-and-features,/citizenship/coasts-countryside,,,
Protests and marches: letting the police know,protests-and-marches-letting-the-police-know,/justice/rights,,,
Psychosis and driving,psychosis-and-driving,/driving/disability-health-condition,,,
Psychotic depression and driving,psychotic-depression-and-driving,/driving/disability-health-condition,,,
Public charitable collection permit (Scotland),public-charitable-collection-permit-scotland,/business/licences,,,
